"Longitude","Latitude","HousingMedianAge","TotalRooms","TotalBedrooms","Population","Households","MedianIncome","MedianHouseValue","OceanProximity"
-122.01,36.99,41,2548,508,1290,488,3.6902,233,"NEAR OCEAN"
-117.92,33.63,39,1469,226,553,225,7.8496,490.8,"<1H OCEAN"
-119.37,36.22,19,1673,318,1298,343,2.706,64.8,"INLAND"
-117.98,33.83,17,3419,932,2460,766,3.2823,228.5,"<1H OCEAN"
-117.43,33.55,8,446,62,188,68,9.4356,465.6,"<1H OCEAN"
-118.17,33.83,45,1808,315,800,302,4.8693,277.7,"NEAR OCEAN"
-119.01,35.35,39,598,149,366,132,1.9125,57.9,"INLAND"
-121.84,39.73,52,857,232,520,198,0.987,112.5,"INLAND"
-115.55,32.82,34,1540,316,1013,274,2.5664,67.5,"INLAND"
-118.35,33.9,31,1547,NA,956,287,3.4698,225,"<1H OCEAN"
-120.51,35.91,39,768,162,264,118,5.3245,250,"INLAND"
-117.91,33.81,18,1181,353,781,340,2.5625,153.1,"<1H OCEAN"
-118.11,33.8,36,1680,291,744,280,4.66,244.8,"<1H OCEAN"
-118.19,34.04,40,1095,305,1322,281,1.9688,150,"<1H OCEAN"
-121.13,38.47,16,2574,441,1041,428,3.6645,203.4,"INLAND"
-117.14,32.76,35,2539,661,1308,629,2.6777,146.4,"NEAR OCEAN"
-117.2,33.58,2,30450,5033,9419,3197,4.5936,174.3,"<1H OCEAN"
-118.28,33.79,28,1895,420,1422,389,4.3816,191.3,"<1H OCEAN"
-117.9,33.74,25,808,163,1066,189,4.7679,173.1,"<1H OCEAN"
-122.09,37.65,35,1130,192,543,184,4.3897,190.6,"NEAR BAY"
-122.11,37.4,15,255,63,138,74,4.6591,175,"NEAR BAY"
-118.4,33.98,39,714,118,314,117,5.9856,432.1,"<1H OCEAN"
-118.04,33.98,50,1951,458,1362,454,3,163.2,"<1H OCEAN"
-121.98,38.32,45,19,5,7460,6,10.2264,137.5,"INLAND"
-117.91,33.82,32,2696,640,2330,626,2.9479,184.6,"<1H OCEAN"
-119.64,37.61,30,2857,661,291,135,2.6838,164.6,"INLAND"
-118.18,34.17,43,4269,591,1467,582,9.0702,500.001,"<1H OCEAN"
-118.75,34.42,28,1000,206,545,154,2.4167,191.7,"<1H OCEAN"
-117.05,32.61,21,6034,1205,3795,1146,3.2633,129.7,"NEAR OCEAN"
-118.2,34.11,46,3659,1068,4153,993,2.5211,162.9,"<1H OCEAN"
-118.29,34.09,34,2716,1114,2991,1021,1.7514,187.5,"<1H OCEAN"
-121.38,38.55,26,1532,264,781,285,4.6944,130.9,"INLAND"
-122.46,37.72,49,1207,255,658,220,4.0859,228.6,"NEAR OCEAN"
-121.96,37.58,15,3575,597,1777,559,5.7192,283.5,"<1H OCEAN"
-117.12,34.21,19,4641,994,1334,474,4.5972,123.9,"INLAND"
-121.93,37.26,39,1103,175,446,163,2.8125,291.3,"<1H OCEAN"
-117.89,34.07,32,2374,450,1580,427,3.8837,200.3,"<1H OCEAN"
-116.22,34.21,23,1175,468,355,151,2.2083,42.5,"INLAND"
-121.01,37.72,23,1373,264,677,245,2.5486,161.1,"INLAND"
-118.5,33.99,22,3484,975,1268,952,3.2609,500.001,"<1H OCEAN"
-117.46,34.14,10,714,131,381,119,0.8926,116.1,"INLAND"
-117.25,33.93,8,10110,1761,5804,1703,4.2654,137.6,"INLAND"
-118.7,34.3,27,1527,220,756,226,6.1825,227,"<1H OCEAN"
-118.1,33.79,35,2370,379,996,380,5.7368,287.2,"<1H OCEAN"
-121.83,37.26,7,3609,751,1739,682,4.5033,213.1,"<1H OCEAN"
-117.25,33.65,10,1652,316,725,233,3.5125,155.6,"<1H OCEAN"
-121.37,38.58,37,2839,390,1006,400,7.3343,280.4,"INLAND"
-122.33,40.57,16,2777,503,1432,500,2.5592,75.9,"INLAND"
-122.75,38.46,16,2653,606,1693,586,2.6384,146.9,"<1H OCEAN"
-122.28,37.91,41,3009,482,1053,490,5.828,324.4,"NEAR BAY"
-121.21,37.79,33,811,185,446,198,1.6724,96.9,"INLAND"
-118.19,34.21,41,1602,228,680,225,6.553,500.001,"<1H OCEAN"
-118.23,33.92,32,2698,640,1953,613,1.2222,107.2,"<1H OCEAN"
-121.35,38.03,8,1904,255,895,242,5.7201,155.7,"INLAND"
-117.73,35.73,35,2916,594,1870,432,3.625,55,"INLAND"
-121.96,37.99,2,3129,707,1606,698,2.9591,210.1,"INLAND"
-117.03,32.73,34,2061,NA,1169,400,3.5096,142,"NEAR OCEAN"
-118.12,33.75,47,3330,569,1220,557,7.3672,500.001,"NEAR OCEAN"
-120.9,37.76,20,570,112,304,108,2.2024,156.3,"INLAND"
-118.32,34.2,29,2209,444,952,403,4.375,341.2,"<1H OCEAN"
-118.36,33.93,40,1625,500,2036,476,2.6298,156.5,"<1H OCEAN"
-118.97,35.37,52,425,119,380,97,1.4125,42.5,"INLAND"
-118.27,33.98,30,1966,584,2028,535,1.625,101.5,"<1H OCEAN"
-121.98,37.82,18,9117,1248,3280,1167,8.003,351.3,"<1H OCEAN"
-120.64,35.65,9,3466,673,2356,619,2.9926,158.2,"<1H OCEAN"
-118.18,33.99,35,1230,407,1512,364,2.152,170.8,"<1H OCEAN"
-121.84,39.68,38,549,105,275,94,3.5375,153.1,"INLAND"
-118.45,34.25,36,1453,270,808,275,4.3839,204.6,"<1H OCEAN"
-117.27,33.77,16,2876,576,1859,545,2.0878,101.3,"<1H OCEAN"
-122.28,38.32,12,4609,1005,2293,960,3.4543,194.5,"NEAR BAY"
-118.29,34.25,19,1988,594,1399,527,2.4727,175,"<1H OCEAN"
-116.91,32.86,10,3699,838,2310,759,2.5365,139.5,"<1H OCEAN"
-122.37,37.59,52,2272,403,963,376,5.7245,500,"NEAR OCEAN"
-117.39,33.97,52,3307,553,1269,529,4.3176,136.2,"INLAND"
-118.4,34.24,35,2552,545,1850,503,4.775,179.5,"<1H OCEAN"
-122.44,38.34,25,3106,715,1262,665,1.9487,233.5,"<1H OCEAN"
-117.13,32.8,15,1606,375,784,342,3.7237,108.3,"NEAR OCEAN"
-120.65,35.12,19,2949,662,1425,548,2.9615,178.1,"<1H OCEAN"
-118.13,34.02,43,396,91,261,73,2.9044,172.9,"<1H OCEAN"
-118.46,34.06,20,5448,1532,2202,1442,4.2554,500.001,"<1H OCEAN"
-118.48,34.23,35,1963,310,919,297,4.7583,258.6,"<1H OCEAN"
-122.19,37.78,52,2492,415,1109,375,4.3125,164.4,"NEAR BAY"
-117.81,33.88,19,2265,283,904,279,9.2327,461.3,"<1H OCEAN"
-116.96,32.8,25,3421,803,1681,742,3.369,134.4,"<1H OCEAN"
-120.45,34.95,10,2207,644,2232,543,2.375,98.5,"<1H OCEAN"
-120.82,37.05,15,1385,288,775,255,1.933,140.6,"INLAND"
-121.22,38.92,19,2531,461,1206,429,4.4958,192.6,"INLAND"
-118.07,33.79,34,2473,383,967,353,5.8283,362.4,"<1H OCEAN"
-120.06,36.95,24,646,134,454,149,2.125,61.9,"INLAND"
-122.36,40.56,20,3592,868,1865,781,2.0258,64.8,"INLAND"
-117.94,33.89,30,2577,404,1076,374,6.7528,459.6,"<1H OCEAN"
-120.97,37.68,16,2349,446,1302,392,3.1625,130.3,"INLAND"
-117.28,32.83,34,2392,653,933,619,3.7306,500,"NEAR OCEAN"
-121.89,37.34,46,1197,416,898,370,2.1714,190.6,"<1H OCEAN"
-122,38.37,18,1048,185,469,162,3.625,125,"INLAND"
-117.72,33.62,21,2322,518,662,457,3.1679,110,"<1H OCEAN"
-118.02,34.1,36,452,80,248,83,1.9688,226,"INLAND"
-117.22,34.54,8,12526,2495,6133,2324,2.9072,119.2,"INLAND"
-122.3,37.88,52,409,97,208,98,1.6971,138.8,"NEAR BAY"
-121.51,36.86,36,1019,168,602,169,2.625,210,"INLAND"
-121.97,37.35,30,1955,NA,999,386,4.6328,287.1,"<1H OCEAN"
-120.33,37.97,17,2530,526,1024,496,2.0057,118.9,"INLAND"
-117.25,32.73,38,1840,291,633,283,4.9125,383.6,"NEAR OCEAN"
-118.27,33.91,32,2238,471,1292,467,1.1705,110.6,"<1H OCEAN"
-117.93,33.68,33,2664,432,1197,429,5.069,264.2,"<1H OCEAN"
-118.25,34.23,34,2421,475,1232,454,4.6852,296.2,"<1H OCEAN"
-121.87,37.38,16,1050,245,722,228,4.5187,163.5,"<1H OCEAN"
-119.35,36.42,18,1115,193,1742,176,2.7969,123.8,"INLAND"
-122.23,40.63,16,1141,220,563,200,2.3287,130.7,"INLAND"
-121.05,39.23,20,1634,374,1053,390,1.5313,154.9,"INLAND"
-120.95,37.6,35,1493,278,729,268,2.9821,97.4,"INLAND"
-118.2,33.81,46,1388,254,742,241,4.6458,212.1,"NEAR OCEAN"
-120.44,34.96,30,1685,315,1290,368,3.4722,112.5,"<1H OCEAN"
-120.69,35.64,38,2564,546,1301,481,2.0076,114,"<1H OCEAN"
-122.43,37.8,52,1006,251,349,233,3.2235,500,"NEAR BAY"
-118.48,34.15,31,2536,429,990,424,5.4591,495.5,"<1H OCEAN"
-121.42,36.57,13,2685,621,2474,573,2.8775,134.1,"<1H OCEAN"
-118.09,33.81,36,1878,323,846,325,7.1937,254.4,"<1H OCEAN"
-118.31,34.02,45,1423,278,822,276,2.4519,98.1,"<1H OCEAN"
-122.27,37.47,44,3022,473,1235,477,6.7058,495.9,"NEAR OCEAN"
-121.3,38.12,11,1792,252,767,263,7.6889,229.3,"INLAND"
-119.25,34.28,36,2232,373,951,368,5.2261,303.2,"NEAR OCEAN"
-118.14,34.09,28,4164,1127,2934,1014,2.7483,218.8,"<1H OCEAN"
-117.95,33.92,11,3127,706,1594,694,4.3426,141.3,"<1H OCEAN"
-122.25,37.89,42,2863,460,1031,448,6.7138,368.6,"NEAR BAY"
-121.92,38.02,8,2750,479,1526,484,5.102,156.5,"INLAND"
-121.87,37.22,26,1921,250,725,253,7.6933,405.9,"<1H OCEAN"
-117.96,34.08,33,4151,850,3563,848,3.1912,159.9,"<1H OCEAN"
-115.54,32.98,27,1513,395,1121,381,1.9464,60.6,"INLAND"
-118.62,34.22,34,2633,471,1313,428,4.0909,232.9,"<1H OCEAN"
-122.66,38.27,16,1523,308,477,315,2.1696,75,"<1H OCEAN"
-122.4,38.53,24,1741,289,564,231,3.6118,248.4,"INLAND"
-118.13,33.97,36,1759,295,837,267,4.6992,251.9,"<1H OCEAN"
-118.34,33.87,28,4605,1188,2558,1093,3.6988,266.6,"<1H OCEAN"
-121.96,38.54,6,1485,318,894,308,3.2222,139.6,"INLAND"
-122.47,37.71,37,1046,251,822,239,3.5,224.4,"NEAR OCEAN"
-118.24,33.9,38,2055,442,1518,425,2.3382,103,"<1H OCEAN"
-121.26,38.69,17,3917,638,1809,564,5.2586,137,"INLAND"
-122.41,37.74,38,1754,382,928,354,4.1417,270.8,"NEAR BAY"
-121.89,37.35,48,1562,439,1469,424,2.5673,177.5,"<1H OCEAN"
-121.84,36.6,30,2958,691,1616,666,3.4643,191.8,"<1H OCEAN"
-118.23,34.1,46,2483,587,2121,553,2.2788,152.9,"<1H OCEAN"
-119.3,36.34,45,3723,831,2256,770,1.8299,63.1,"INLAND"
-118.14,34.06,37,1339,258,706,238,4.7569,253.8,"<1H OCEAN"
-119.29,36.54,18,2581,628,2732,592,1.8429,58.3,"INLAND"
-121.93,37.31,29,1377,430,969,399,2.6573,252.8,"<1H OCEAN"
-122.63,38.21,22,2933,461,1283,449,6.2034,291.1,"<1H OCEAN"
-117.12,32.75,17,2060,633,1251,602,1.9886,119.2,"NEAR OCEAN"
-118.33,34.09,40,2004,687,1514,542,1.9911,220,"<1H OCEAN"
-118.35,34.04,45,1579,357,713,335,2.1711,179.2,"<1H OCEAN"
-118.96,36.49,24,1268,269,636,183,1.742,118.8,"INLAND"
-121.97,37.8,17,3279,418,1222,381,7.9168,356,"<1H OCEAN"
-118.46,34.01,48,1640,322,664,301,4,500.001,"<1H OCEAN"
-118.14,34.68,31,2666,662,1337,602,2.4432,101.1,"INLAND"
-119.29,36.12,24,1248,226,641,200,2.4722,129.2,"INLAND"
-121.94,37.54,27,3715,526,1631,538,6.2179,305.3,"<1H OCEAN"
-122.45,37.71,46,2559,506,1562,498,4.3846,270.6,"NEAR OCEAN"
-117.23,32.8,21,2429,579,1011,538,3.225,229.4,"NEAR OCEAN"
-118.31,33.82,39,2198,425,1160,436,4.1406,323.7,"<1H OCEAN"
-118.16,33.85,36,2668,473,1315,478,4.0714,215.6,"<1H OCEAN"
-117.06,32.57,25,1268,282,991,299,3.0284,123.6,"NEAR OCEAN"
-122.43,37.75,52,2285,509,839,456,4.7946,355.6,"NEAR BAY"
-117.9,34.07,35,1646,294,1056,280,3.055,172,"<1H OCEAN"
-119.43,36.55,27,1621,323,882,324,2.75,93.5,"INLAND"
-117.97,33.67,17,4466,640,2166,666,6.979,330.7,"<1H OCEAN"
-117.98,33.9,6,1537,347,506,280,4.8264,146.8,"<1H OCEAN"
-122.23,37.75,50,1542,289,654,268,3.9632,240,"NEAR BAY"
-117.87,34.06,25,3652,470,1525,484,10.1248,428.5,"<1H OCEAN"
-122.43,37.72,52,2206,478,1583,456,3.7105,250.5,"NEAR BAY"
-119.09,36.35,21,3146,595,1580,513,2.7857,92.7,"INLAND"
-117.95,33.84,34,1229,215,1035,218,3.5455,180,"<1H OCEAN"
-118.5,34.05,39,1487,163,414,160,15,500.001,"<1H OCEAN"
-121.26,37.97,31,1189,295,891,292,2.5536,50.5,"INLAND"
-121.77,37.99,4,5623,780,2429,716,5.4409,205.1,"INLAND"
-122.1,37.37,40,2224,354,929,345,8.1064,500.001,"NEAR BAY"
-122.24,37.77,43,955,284,585,266,2.3882,162.5,"NEAR BAY"
-118.29,34.02,21,1641,491,1526,453,2.087,141.3,"<1H OCEAN"
-117.22,32.78,22,2020,466,1010,429,3.4527,175,"NEAR OCEAN"
-118.3,33.85,38,123,36,142,40,2.3942,200,"<1H OCEAN"
-118.31,34.06,52,2124,756,1920,756,2.1435,328.9,"<1H OCEAN"
-120.89,37.48,27,1118,195,647,209,2.9135,159.4,"INLAND"
-117.3,33.06,24,2171,511,870,442,3.194,276.3,"NEAR OCEAN"
-121.37,36.84,11,1996,382,1023,358,3.5714,243,"INLAND"
-121.34,36.76,15,2638,429,1289,357,4.1528,336.8,"INLAND"
-117.77,33.55,28,2024,297,617,274,6.7861,499.1,"<1H OCEAN"
-119.77,36.77,38,3065,658,1441,625,2.0564,64.7,"INLAND"
-117.31,33.19,11,20944,3753,8738,3441,4.3762,215.5,"NEAR OCEAN"
-121.26,37.94,43,1610,412,1409,365,1.7574,51.7,"INLAND"
-122.6,38.24,16,2621,416,1247,386,4.8603,198.4,"<1H OCEAN"
-118.08,33.96,34,1431,310,1162,288,4.369,165.4,"<1H OCEAN"
-118.47,34.26,35,1898,344,1123,347,5.5792,218.4,"<1H OCEAN"
-117.42,34.06,27,2532,495,1305,436,2.9107,143.1,"INLAND"
-122.07,37.94,30,1260,276,707,221,2.892,220.8,"NEAR BAY"
-119.27,35.51,28,1089,179,544,190,3.2279,95.8,"INLAND"
-120.85,37.78,30,1120,248,609,237,2.2386,87.2,"INLAND"
-117.76,33.71,15,1010,350,470,342,3.2229,108.3,"<1H OCEAN"
-121.87,37.32,39,1839,471,1528,456,2.6818,184.9,"<1H OCEAN"
-116.9,33.98,30,3915,672,1820,643,3.6339,98.6,"INLAND"
-118.12,33.83,45,1734,331,797,293,4.8917,222.8,"<1H OCEAN"
-118.16,33.91,6,3445,847,2467,712,3.1507,144,"<1H OCEAN"
-118.25,33.96,43,2015,419,1543,399,1.8672,98.1,"<1H OCEAN"
-121.63,38.04,25,2019,411,888,326,3.2619,183.8,"INLAND"
-117.05,33.29,17,1800,312,891,281,7.0177,267.6,"<1H OCEAN"
-117.17,32.69,19,2802,802,1159,597,4.7891,334.6,"NEAR OCEAN"
-121.33,38.64,27,2203,493,1158,492,2.4342,119.5,"INLAND"
-121.91,38.02,15,2966,558,1687,527,3.4817,129.8,"INLAND"
-121.62,39.16,7,4480,776,2271,767,3.809,110.7,"INLAND"
-121.82,39.75,37,2236,372,974,379,3.2016,97,"INLAND"
-118.32,34.06,52,983,246,578,204,5.7393,500.001,"<1H OCEAN"
-117.12,33.07,45,1032,235,363,177,3.6389,186.6,"<1H OCEAN"
-117.19,32.83,30,3225,555,1601,532,4.3317,173.3,"NEAR OCEAN"
-117.1,33.12,12,961,342,315,201,0.813,275,"<1H OCEAN"
-123.74,40.66,25,2395,431,983,375,3.0469,136,"<1H OCEAN"
-122.04,36.97,52,1901,335,955,301,3.8259,253.1,"NEAR OCEAN"
-118.23,34.1,38,1051,249,799,229,2.712,143.8,"<1H OCEAN"
-118.14,33.95,36,1942,355,891,348,3.6635,282.1,"<1H OCEAN"
-118.23,34.22,37,1376,237,618,226,5.9771,431.8,"<1H OCEAN"
-118.17,33.78,29,2920,962,3580,772,1.7393,140.2,"NEAR OCEAN"
-119.1,36.4,23,1885,363,1056,338,3.2159,92.8,"INLAND"
-122.11,37.88,37,4005,614,1602,606,6.4666,348.2,"NEAR BAY"
-121.51,38.55,45,3032,631,1341,597,2.8417,137.9,"INLAND"
-120.41,37.88,16,744,141,311,122,4.4231,87.5,"INLAND"
-121.21,37.81,8,1883,298,999,301,5.193,172.1,"INLAND"
-118.36,34.18,34,1471,423,995,386,2.9583,188.7,"<1H OCEAN"
-118.29,34.11,49,2850,379,1113,380,12.9591,500.001,"<1H OCEAN"
-119.02,36.06,41,2279,538,1908,511,1.3952,43.1,"INLAND"
-117.8,33.69,14,1800,362,874,373,4.2083,251,"<1H OCEAN"
-118.14,34.16,30,2598,757,2869,769,2.1377,142.3,"<1H OCEAN"
-122.24,38.14,15,8479,1759,5008,1646,3.724,131.6,"NEAR BAY"
-121.61,38.38,37,1365,276,952,268,4.037,156.9,"INLAND"
-118.14,34.17,52,2687,600,1716,544,2.7201,205.7,"<1H OCEAN"
-118.03,33.87,16,2306,393,1368,387,5.93,277.6,"<1H OCEAN"
-119.36,36.21,18,1082,202,793,213,2.4032,60,"INLAND"
-117.46,33.92,21,713,142,476,142,3.5208,121.1,"INLAND"
-122.35,37.96,32,1991,504,1139,423,2.0353,113.6,"NEAR BAY"
-114.6,34.83,46,1497,309,787,271,2.1908,48.1,"INLAND"
-118.42,34.22,29,1807,323,1234,310,5.3767,233,"<1H OCEAN"
-121.82,38.01,25,3018,606,1614,568,3.4722,127,"INLAND"
-121.68,36.9,13,833,130,405,127,5.2729,322.9,"<1H OCEAN"
-122.27,37.84,52,1688,337,853,325,2.1806,99.7,"NEAR BAY"
-121.84,36.61,21,2876,802,2487,795,2.2007,112.8,"<1H OCEAN"
-118.53,34.23,27,2131,543,1065,528,3.2404,230.4,"<1H OCEAN"
-117.84,35.35,28,1913,486,858,371,1.9962,50.8,"INLAND"
-120.56,38.48,14,3545,702,946,411,3.4609,120.9,"INLAND"
-118.09,34.08,34,1513,384,986,336,2.6901,235.6,"<1H OCEAN"
-117.12,34.06,38,281,55,151,52,1.3906,120.8,"INLAND"
-119,35.39,51,1373,284,648,300,2.8295,72.1,"INLAND"
-119.33,36.3,11,3045,NA,1563,516,5.4337,133.8,"INLAND"
-118.29,34.05,34,1102,NA,1325,439,1.5972,168.8,"<1H OCEAN"
-115.58,32.79,14,1687,507,762,451,1.6635,64.4,"INLAND"
-119.83,36.78,35,1789,357,933,357,2.5223,66.2,"INLAND"
-121.82,37.73,47,127,23,51,21,4.3472,375,"INLAND"
-117.33,33.98,52,1417,353,881,300,1.9531,162.5,"INLAND"
-122.39,40.52,24,2068,346,951,332,3.9306,85.9,"INLAND"
-119.55,36.71,32,1963,508,2052,518,1.9076,55.8,"INLAND"
-118.44,33.99,44,305,72,156,70,5.9641,275,"<1H OCEAN"
-122.46,37.7,37,1028,275,904,261,3.5035,238.6,"NEAR OCEAN"
-121.74,37.19,11,1290,197,881,191,4.2039,500.001,"<1H OCEAN"
-122.01,37.27,27,3340,451,1220,447,8.8178,500.001,"<1H OCEAN"
-118.34,34.01,37,4291,1102,1941,953,1.7945,106.3,"<1H OCEAN"
-117.84,33.77,26,3350,581,1314,550,3.5195,249.1,"<1H OCEAN"
-118.38,33.88,33,1313,244,561,217,5.2999,359.4,"<1H OCEAN"
-118.56,34.25,31,1962,243,697,242,8.565,500.001,"<1H OCEAN"
-117.76,34.1,28,4086,871,1973,853,2.621,202.2,"INLAND"
-118.4,33.86,41,2237,597,938,523,4.7105,500.001,"<1H OCEAN"
-122.05,37.11,39,1065,248,497,208,4.5972,146.3,"NEAR OCEAN"
-121.31,38.02,24,4157,951,2734,879,2.7981,92.1,"INLAND"
-118.31,33.96,52,2523,460,1167,413,3.0625,127.4,"<1H OCEAN"
-121.21,38.75,11,4552,639,2006,623,4.3962,264.4,"INLAND"
-121.37,38.56,27,1827,509,852,450,2.0901,52.5,"INLAND"
-121.81,37.35,28,3477,671,2990,648,4.4671,172.6,"<1H OCEAN"
-116.55,33.84,28,2992,562,676,346,5.7613,500.001,"INLAND"
-117.93,33.83,30,1561,381,1104,391,3.375,201.9,"<1H OCEAN"
-121.63,40.92,23,1922,411,872,350,2.2337,64.5,"INLAND"
-118.36,34.22,37,1512,348,1545,351,3.7663,160.3,"<1H OCEAN"
-118.31,34.19,42,724,149,420,150,3.0625,361.7,"<1H OCEAN"
-118.15,34.02,42,2729,725,3004,722,2.3438,154.3,"<1H OCEAN"
-122.25,38.1,52,2315,556,1113,486,2.5042,147.9,"NEAR BAY"
-121.63,39.15,16,1547,418,940,400,1.5613,72.5,"INLAND"
-123.22,39.15,36,1166,216,504,203,3.5938,122.1,"<1H OCEAN"
-117.55,33.87,18,8136,1584,4976,1516,3.9414,137.1,"INLAND"
-118.21,33.84,28,822,205,627,192,3.4583,166.3,"<1H OCEAN"
-117.03,33.18,17,5391,886,2732,830,5.1771,212.8,"<1H OCEAN"
-122.05,37.87,30,2296,329,847,322,6.7192,397.5,"NEAR BAY"
-117.36,34.1,29,2819,637,1683,608,2.3205,87.6,"INLAND"
-118.28,34.11,52,2036,348,775,332,5.4122,397.5,"<1H OCEAN"
-121.96,37.74,2,200,20,25,9,15.0001,350,"<1H OCEAN"
-121.36,38.39,10,5121,763,2568,758,5.2447,148.1,"INLAND"
-117.72,34.03,17,2902,476,1652,479,5.6029,161.8,"INLAND"
-116.94,34.4,20,6541,1401,2631,980,2.1339,78.5,"INLAND"
-118.3,34.06,33,2437,1283,3906,1084,2.0332,270,"<1H OCEAN"
-119.35,35.58,13,1657,362,1186,376,1.1903,63.2,"INLAND"
-118.26,33.97,52,1331,346,1144,362,1.5326,90.6,"<1H OCEAN"
-118.28,33.96,23,1983,611,2048,600,1.5313,91.4,"<1H OCEAN"
-118.21,34.17,24,8590,1231,3401,1178,8.1325,472.7,"<1H OCEAN"
-117.88,33.84,25,1781,349,918,378,3.9286,262.7,"<1H OCEAN"
-118.1,33.98,34,1357,310,1042,287,3.4083,156.7,"<1H OCEAN"
-118.3,34.05,39,993,506,1765,464,1.2786,121.9,"<1H OCEAN"
-121.31,38.67,26,1387,226,807,244,4.1563,135.7,"INLAND"
-117.97,34.13,33,2038,473,1546,469,3.4777,144.5,"INLAND"
-119.35,36.32,10,3817,719,1686,714,3.8235,94.6,"INLAND"
-118.42,34.18,30,1323,353,856,333,3.3594,202.2,"<1H OCEAN"
-119.77,36.81,25,1565,271,661,275,3.4279,84.7,"INLAND"
-118.31,34.02,46,2217,489,1227,448,1.6851,108.8,"<1H OCEAN"
-121.81,37.37,26,2987,539,1931,518,5.1099,213.1,"<1H OCEAN"
-118.31,34.07,20,3264,1248,2919,1191,2.3674,500.001,"<1H OCEAN"
-117.14,32.75,20,1182,379,678,326,2.1937,162.5,"NEAR OCEAN"
-116.47,33.84,3,9169,1512,3838,1270,4.3111,142.5,"INLAND"
-121.26,38.27,20,1314,229,712,219,4.4125,144.6,"INLAND"
-121.83,39.72,52,1890,420,974,383,1.6827,78.7,"INLAND"
-120.84,37.51,8,1191,242,688,260,2.7243,138.4,"INLAND"
-117.97,33.74,18,2814,539,1439,493,3.599,262,"<1H OCEAN"
-121.75,38.67,9,12139,2640,6837,2358,3.125,132.5,"INLAND"
-117.92,34.03,35,1341,233,898,216,4.1118,157.3,"<1H OCEAN"
-121.95,37.37,39,446,129,317,127,3.0357,208.3,"<1H OCEAN"
-117.89,33.82,24,1268,210,700,224,5.0605,216.2,"<1H OCEAN"
-117.42,33.94,35,1764,325,1094,353,4.1528,113.9,"INLAND"
-117.01,32.75,26,4038,706,2065,687,3.9545,178.1,"<1H OCEAN"
-117.25,32.73,39,1688,256,635,272,4.5938,367.4,"NEAR OCEAN"
-117.95,33.69,26,1417,264,817,261,4.875,230.4,"<1H OCEAN"
-118.2,33.9,26,1000,275,1178,263,2.12,105,"<1H OCEAN"
-119.06,34.22,13,4175,1321,2257,1271,3.1446,177.1,"<1H OCEAN"
-118.97,35.37,34,1379,333,1156,315,1.7197,48.9,"INLAND"
-122.37,40.55,26,1435,234,544,232,2.6705,136.7,"INLAND"
-117.06,32.61,34,4325,1015,2609,979,2.8489,128.3,"NEAR OCEAN"
-118.09,33.75,32,6239,974,2615,950,6.6188,380,"NEAR OCEAN"
-117.14,32.7,40,1227,330,1199,316,1.2188,92.5,"NEAR OCEAN"
-118.4,34.16,35,1354,284,501,262,3.8056,384.7,"<1H OCEAN"
-118.13,34.16,52,1872,357,984,364,4,250.4,"<1H OCEAN"
-117.98,33.76,24,1880,405,967,418,4.4545,192.5,"<1H OCEAN"
-122.4,37.73,48,1489,326,1115,356,2.6364,199.3,"NEAR BAY"
-122.28,38.29,23,1398,388,1112,406,2.2366,140.2,"NEAR BAY"
-117.24,32.8,19,1863,497,868,503,2.288,210,"NEAR OCEAN"
-117.69,33.63,23,1444,260,792,253,4.9079,273.8,"<1H OCEAN"
-122.45,37.71,49,2244,442,1948,423,4.7639,251.5,"NEAR OCEAN"
-117,32.8,29,2045,398,912,368,3.0189,144.1,"<1H OCEAN"
-117.69,33.48,25,3240,481,1462,497,6.1815,288.5,"<1H OCEAN"
-117.38,34.07,6,1156,191,910,234,4.9091,122.4,"INLAND"
-121.36,38.01,16,1080,166,507,182,4.5278,166.9,"INLAND"
-121.96,37.36,16,5040,1325,3150,1196,4.2837,264.5,"<1H OCEAN"
-118.33,34.17,44,1934,375,750,365,2.473,251.8,"<1H OCEAN"
-118.42,33.99,23,5548,1245,2847,1229,4.4228,366.9,"<1H OCEAN"
-118.01,33.78,19,2648,478,1160,452,5.9357,207.4,"<1H OCEAN"
-117.87,33.6,34,3415,779,1275,718,4.498,482.9,"<1H OCEAN"
-117.03,32.67,15,5094,818,2118,758,5.3505,266.6,"NEAR OCEAN"
-117.97,33.67,25,3906,660,1809,622,5.6765,265.1,"<1H OCEAN"
-123.84,40.28,28,2809,605,1093,438,2.0962,74,"<1H OCEAN"
-121.09,38.68,15,5218,711,1949,659,4.7083,213.3,"INLAND"
-117.7,33.56,2,2112,305,703,261,6.9343,298.5,"<1H OCEAN"
-122.38,40.58,36,1808,384,807,383,1.8375,74.8,"INLAND"
-120.68,35.51,17,1701,298,941,293,4.3218,209.1,"<1H OCEAN"
-118.19,33.8,41,2125,591,1604,555,2.9943,190.6,"NEAR OCEAN"
-118.46,34.05,25,4077,1151,1719,1017,3.7721,337.5,"<1H OCEAN"
-118.13,34.1,26,3050,825,2153,772,3.1103,214.1,"<1H OCEAN"
-117.9,36.95,19,99,26,51,22,1.7292,137.5,"INLAND"
-121.02,37.66,36,3495,641,1688,684,3.1568,109.9,"INLAND"
-118.01,33.69,3,945,115,337,123,11.5199,500.001,"<1H OCEAN"
-117,32.77,35,2114,317,881,320,5.5,241.4,"<1H OCEAN"
